gene	type	intercept	T2	acrAB	bamE	dapA	hdeA	letA	lolB	lptD	marR	mdtA	micA	mraZ	pspA	rcsA	rpoE	tolC	waaQ	ydiF	ygiM
accD	mismatch	-1.026505167188	0.66959331462344	-1.29595927543673	-0.580647759564114	0.333810691475235	2.93772351286182	0.09962416160749	-0.40438878069063	-0.505854830569556	-0.619811853442938	-3.32060260027219	0.398682966480329	2.35577020959319	3.30163755673046	-1.4649287233834	-0.848234625569446	0.0541576104804092	-0.0423943413473485	-5.51323797970071	-1.93543153216575
accD	perfect_essential	-0.94354629618441	0.312549834683253	0.770190153740954	0.770190153740954	0.770190153740956	0.0421982256753227	0.770190153740954	0.64794351963541	0.26914956561743	0.770190153740955	0.770190153740955	0.770190153740955	0.811429261158731	0.770190153740955	-0.30688333234721	-0.546242591865997	0.204147735756204	1.19817882178255	-2.52465584110539	-1.82592542901874
aceA	perfect	-0.858458418860129	0.132677659147088	-0.792449912617898	0.502832493089363	-0.218824787752181	0.0056246975391176	-0.279795732070321	-0.176014104721071	-0.060598372682479	0.103921065016523	0.453067360504905	-0.616381330053409	1.06063006912792	1.0676777810879	-0.410787258289473	0.483254180435476	-0.0844779159040435	-0.381067333574802	-2.07388608117396	1.12224883896967
aceB	perfect	-0.0537472382721095	0.249786241464333	-0.718246279793284	0.418359346356816	0.267104945409412	-1.74767869059852	-0.867315503316502	1.53386447158764	0.758613288269429	-0.754567689751314	-4.90854929784629	-1.27409831956929	-0.94114943488276	-1.58788635326834	0.260788635786516	0.139066643820892	-1.2266847069428	-0.694815596023955	-4.92073517783806	-1.14515598327329
aceE	perfect	-3.41054021578201	1.65181626463791	-0.627785523145222	3.34023056191936	2.64218250515913	2.38521682055429	0.377012401103999	2.39449537739443	0.479240377325069	1.42194676534018	-0.45947067276203	2.39588846535584	1.65596184797474	-1.05491988229007	0.920591094302656	-0.260079795533756	1.45178124056643	0.902190232269128	-1.35661565149584	0.136078410263314
aceF	perfect	-2.61719938694404	1.25661482031146	-0.249242577472921	3.8602655649316	1.78483036321067	3.55542579514526	-0.692432956914844	0.683967973012013	1.31360171977891	0.867860707060693	-2.76406874419237	1.36786540226056	2.4885781476711	-1.30476595997797	-0.0152171577964331	-0.617151417816562	-0.804704845710187	0.320256325427396	-2.85230270464824	4.32105193882231
aceK	perfect	-0.13207606950749	-0.134150051163816	-0.307322918532983	-0.324898296894948	-0.798349127876012	-0.611318437079588	0.915052661132074	-0.656938764964842	0.623939945309273	0.29314879153359	-2.10649630453263	-0.241801812143702	0.429025128008784	-0.738197980479053	-0.70431615494417	-1.21356517773394	1.26338309978055	-0.610956833476027	-5.24956226231718	-0.581883530739655
ackA	perfect	-2.05439744064176	-0.191787380844964	0.47456712262741	2.11817502034124	0.765454053234877	2.75773112182905	1.03258337395279	0.0997413810638757	0.534547896677199	-2.06143370442195	-4.83296664819168	1.19148008802298	0.643147539481788	-1.37486444225	0.560412023164111	-0.708950570243005	0.652755420784043	0.170776419476063	-4.76431835332266	-1.79990671933511
acnA	perfect	-0.506716014673372	-0.301983441213678	-0.211410459394032	1.13550191316396	0.0996846300633015	-0.656449451639421	-0.212848523458536	-0.116155118299422	-0.219419183176996	0.148522837625688	-1.72916869114428	0.906623740448771	-0.046557243749851	0.974534614594619	-0.025937006480017	1.03888504263538	-0.444140938764761	-0.108020242540742	-0.508012742692699	-0.231469746379051
acnB	perfect	-0.909809215763759	0.00881398275203443	0.346420078611668	1.17623964278048	-0.00822680631336906	-2.96437119933305	-0.194124005365243	0.116169533123471	-0.184330248594115	0.0828497183898237	-5.208940499899	0.552743510363417	0.132748480672202	0.116872415667621	-0.39156659626699	0.943454439744196	0.808300568057325	0.202878159098099	-6.41490263366918	2.6707859766492
acpH	perfect	-0.169183413938903	0.153749182546538	-0.891633330702083	-0.498829379972893	-0.261159449553633	-1.29399554412744	-0.0246127702896046	-0.680934988092029	0.174706443327507	1.93668547735605	-5.38125393426177	0.248832405662391	-0.562208919122019	-0.279543590099572	-0.577588949473293	-0.509035179506086	0.620626919361586	-0.133661751218845	-7.03981280790194	0.922046098731838
acpP	mismatch	-1.46124210749999	0.639654655772113	0.311542383866297	0.754133030997153	1.7401441977501	1.56238253229179	1.36017422964478	-0.154899727958185	0.0235779818242679	0.914684127526815	-2.7105739496323	0.669555710951402	0.142088124008023	-0.0150103619951907	1.21292669121983	1.18538335861597	-0.251087602109301	0.535075234132312	-3.97206903065406	0.665637362168399
acpP	perfect_essential	0.143015244273426	-0.0749967043328134	-1.2562954502343	-0.174572701527863	0.15652156214973	-0.31722686446542	-0.109350716036764	-0.109350716036764	-0.760096695962294	-0.109350716036765	-0.109350716036764	-0.109350716036765	-0.0200655109437294	-0.29552577240561	0.176941026670408	-0.352092358121731	1.15993931130976	-0.344572051233398	-4.63167320182391	-0.196713032124556
acpS	mismatch	2.04805412693919	0.329377183916171	-3.19528751181314	-2.56606853966137	-3.09995031220481	-1.90369789291553	-1.72228007340896	-2.97328803860567	-3.13231957077893	-2.39064885108516	-4.06389536360823	-1.05608566801092	-2.91232283292673	-1.02855291270996	-1.174527535411	-1.8311825223929	-3.16587708916431	-2.37510024297307	-7.57258380756861	-2.67944002641196
acpS	perfect_essential	2.43473988163522	-0.591730069768826	-2.94960811731511	-2.71424248061417	-2.41331589722883	-2.23037091540979	-2.92216248239978	-3.62180330117694	-2.10725501747039	-4.42291935987827	-4.79593935265587	-1.07351646769462	-2.75714456372771	-0.610435484007747	-2.58724235112438	-3.1394545213454	-2.94436114276876	-0.432129258884403	-10.0314493146089	-2.76329992968835
acpT	perfect	-0.457361241355609	-0.196192658551504	-0.886967077162145	1.24753124952284	0.804778183898727	-2.07254594861694	1.23054079123589	-0.1621448045139	-0.171049657591949	0.139702995961779	-1.70078108804945	-0.272292351199727	-0.290486131419842	1.54765612123419	1.06296265483995	-0.473081495816242	-0.43384136635202	-0.316165384307912	-2.83133508605232	0.0184807298261883
acrA	perfect	-0.230147087098858	0.227416769780039	0.24707655066613	-0.146343849731054	-0.730609977114873	-0.430875827572211	0.17486975462448	0.380629677214443	-0.867268713017936	-0.67038613272815	-4.19983579419919	-0.774459579538328	-0.469904557584523	-0.779078885130105	1.25581775289924	-0.516823535846515	-0.937071973897344	-0.783961400650694	-3.70300047192639	0.303231000306907
acrB	perfect	0.0425413368375583	-0.173118826263552	-0.919263372600261	0.700499192838576	0.540282018260657	-0.643067875494294	-0.551603175721669	0.839300243574735	-0.804721471144713	-0.669828537729443	-2.01966291431805	-0.710255102149057	-0.889020380100846	-0.629249750121509	0.45985440304677	-0.477562624377205	-0.712082814128961	0.426304700766882	-5.13359833298678	1.84854392829568
acrD	perfect	-1.51247408764398	0.0837645216302038	1.70790750211771	1.87428717652124	0.804633203859465	0.263519210137194	1.13813497486348	0.934898095817605	0.438420690160679	0.76726664407114	1.39595639902971	0.643806244500353	0.261684785884256	-0.421341283752202	0.552988923671338	-0.240501989531722	0.242948694935243	-0.434695280452442	-5.1769547351241	1.02301567827571
acrE	perfect	-0.165357847747022	-0.170908162823542	-0.819470422098621	-0.460801570786811	-0.508191545877283	-1.93849235401874	-0.291595349879872	-0.189836018668171	-0.48349923336336	-0.917158717755494	-1.67573758049091	-0.708149491310605	-0.631715969077705	1.27511967579309	-0.855877022890364	-0.739449721467478	-0.656253827533652	-0.884740500391936	-7.71339910593898	-1.79998435241478
acrF	perfect	0.249725510568557	-0.295911958760726	-0.758583528958489	-0.902142906862205	0.084236967898111	-1.1401335883393	-0.748411856737095	0.316556263565809	-0.909099620125123	-0.913196229467989	-1.42262900740994	-1.06095139849362	-1.14678342670411	-2.10979256954913	-0.953059112934364	-1.82004727295545	-1.14695624915465	-0.812752328308008	-7.23551008564754	-1.13850381418042
acrR	perfect	0.472563841003235	0.18876247029781	-2.28433927088367	-0.97030631656622	-2.46499167462204	-3.79497240522069	-2.39391267266722	-1.49785784675895	-0.80919288698442	-1.92594752661122	-6.61441271962418	-2.69991549393731	-1.75890616375509	-3.31654263537095	-1.51859639795832	-1.92128142990869	-2.33668055357966	-2.40607890935068	-5.38420598138678	-3.53679263752606
acrZ	perfect	-0.707660694344602	-0.118781122510792	-0.298318004429265	0.926550808451724	-0.317140689662825	-0.0932611694675361	0.161748668282599	0.517811145481236	-0.0202223791456313	0.081516812667471	-1.84195486792272	-0.45219573820271	-0.180103466371336	-0.960493454126119	-0.0817455148252199	-0.53251708860235	-0.468196476808984	-0.0539928719224505	-4.4720175008634	-0.145309163046497
acs	perfect	-1.01339249650228	-0.160158386195422	-0.398525500812759	0.687046865489291	-0.45034644906535	-1.22591850646543	0.953069496200582	-0.274115405800945	0.196213215148996	1.03885481670862	-4.75956741278681	-0.191365429312404	-0.083470852190767	0.0824236295252569	0.195685615425618	0.00648828608926855	-0.0639821712772562	0.625792480626505	-8.45819692513376	0.734823492806595
actP	perfect	0.16162364539192	0.0791654238978705	-1.03042720305154	-1.09409741903063	0.039519325820143	-0.767443352051543	-0.0999045708396176	-1.0354214785016	-1.19233419380363	-1.17869405097792	-4.58419025194427	-1.08895489702669	-1.44005221130976	-1.71590066537715	-0.166719179568719	-1.0790078013527	-1.38238923587657	-0.906343350024803	-7.15258368421295	-0.50268671498192
actS	perfect	-1.60214380198073	-0.169259977378782	0.639833549725913	0.999691166729378	0.699337720756348	1.67623815719021	0.200849978750767	0.544085240647421	2.79711280185249	0.780931685746729	-4.03907737315255	0.792704729344626	0.968611352617524	-2.1500414809126	0.929826689280988	-1.05314133126812	0.419970888698342	0.729824655737334	-6.83054015447375	-0.055637675934716
ada	perfect	-0.605287306508714	-0.017927917504815	-0.0748767999642828	0.118067294972432	-0.218368243935016	-0.20865992449989	1.1092708253173	0.260006051879336	-0.273234731226868	-0.0678607765666186	-5.72782087838312	-0.0445628856985013	-0.173478923105208	2.0703719048337	-0.00456373121278381	-0.0297482755810987	-0.194472624731258	0.199278447717423	-2.11152015654706	-0.201939568371112
add	perfect	-0.870969721564232	0.114286698235457	-0.27853779899142	0.060266980183644	-0.234200260357924	-1.24962976389186	-0.341131191199352	0.136290015209354	-0.57436056102366	-0.640662066052339	-3.29982823870553	-0.767905849233333	-0.347601900468967	1.00501774645724	0.462092248279816	-1.07519761202817	1.40692574990716	-0.234481759729928	-4.31663565878139	1.72677708444473
adeD	perfect	-0.598337221704094	0.107567902623091	-0.517472085633311	-0.363197688649476	-0.696033190076505	-1.0460875679536	-0.26742767495891	-0.41752737715108	-0.226211930742044	-0.360132662870665	-1.84236646492073	-0.304007929312012	-0.407705841517338	-0.0312362327654788	1.31737482245646	1.21630032986617	-0.536938000117106	-0.629226418085791	-6.23502365299747	-0.758384928614989
adeP	perfect	1.07768082820108	-0.11728518065436	-1.52006562871428	-1.7174866504059	1.05850286054665	-1.68599041514312	-1.25520736933714	-1.57146016110387	-1.98780129729639	0.785548064403348	-6.04919346677749	-0.82524171082408	-1.87952397865468	-0.655571306037723	-1.56545066124531	-1.13120665825507	-2.26959468857764	-1.20201937273514	-8.42431317393765	-2.08810430278099
adeQ	perfect	-0.985876502972488	-0.179631046228617	0.0888487392286964	0.204739193822823	-0.194258870062797	0.345264288566199	-0.293794281506747	-0.251783536156937	-0.218058971062302	0.169516599821456	-6.54237376275644	0.533317625464491	1.14336779378105	-0.317565030668989	1.20584912606053	-0.316019767223035	-0.649316346564169	0.338102264514832	-6.22947845574974	2.53646132977018
adhE	perfect	-0.708409887166178	-0.274958732023468	-0.0211161482818775	0.500602788245407	0.0364076236401911	-0.609606493985814	0.341806190341535	0.410217942712056	-0.14175140723708	-0.369786640845276	-0.923342392047455	0.140819407649141	0.0667829470744565	0.902987744725205	0.0899475354191916	-0.631996416631269	0.286739151376837	0.159921258535175	-9.35917927464719	0.552100883069276
adhP	perfect	-0.318176598057113	-0.241834259058187	-0.921641000405014	-0.250080748849227	-0.57187405742153	-0.928606754983084	-0.103365691663645	-0.334748290175764	0.344900929110504	-0.423735165642639	-7.28398883658334	-0.360974043941155	-0.428511268513844	1.1418583898931	-0.664075627143514	-1.34965158891123	-0.570620454445663	-0.502944291775123	-8.32876153961266	0.190449377815753
adiA	perfect	-1.20576553009616	0.150253104495198	0.231056350928344	0.383015408672543	0.17754869720784	-0.865170169516894	0.459294344668908	0.203074143546056	0.26228912959267	0.419384239065209	-3.99707512986581	0.537039284129085	0.00948097884155755	0.412245050217929	0.471952470709257	-0.268089536614791	-0.0974018502110577	0.0609730859752905	-5.5527255103899	0.253853153803611
adiC	perfect	0.0863618075828118	-0.483085074783562	-0.642801482140516	0.390968400005663	-0.630101926782885	-1.19790282805329	-0.571136197070087	-0.403865507625829	-0.662451159274458	0.563038588749383	-1.56553018783164	-0.334216824762585	-0.923682182467901	-0.286168123890938	-0.216516652594181	-1.60459059181448	1.04711630050407	-0.44344354310006	-8.73119544214852	-0.989016787489322
adiY	perfect	-0.640408025453987	-0.364025867980499	-0.3528998972093	-0.124408716023062	-0.586993342606076	-1.07861861886477	-0.126252889556145	-0.0949287501859686	0.456333659666337	-0.0356297134313414	-5.48374563598982	0.486375460197846	0.0297246737748102	-0.576836236185189	0.114075235060107	-0.421807169494141	-0.464167775987596	-0.140116119890316	-7.66263619626196	-0.12174485117276
adk	mismatch	-1.64079982140757	0.636123884185088	1.43322137098271	-0.197311650109503	-0.679663462817739	1.50291359624246	-1.01986626151308	0.567494623846463	3.10518186723459	2.07515285261881	-3.63544099759215	5.81733200993021	0.927240390506554	3.71076999867543	-0.28691127920437	3.93694326589107	2.23093267445825	-0.257178093514582	-3.32906243746455	-0.622919095157402
adk	perfect_essential	0.0324547996173767	-0.101118181017572	-1.13768492192598	-0.176040685100272	-0.0874170409613921	3.89373809538244	3.2673125356563e-16	-0.733791061684861	-0.146002769488615	-0.403090697371956	-0.22154497719812	2.57229575421145e-16	-1.14950931844231	-4.08575713671302	-0.311728845501592	-0.964538662734384	-0.064316131010987	0.0339383967337082	-0.784385234966338	3.03218610672044e-16
aegA	perfect	-0.523440413612692	-0.206896353528516	-0.347742807779495	0.199525346597857	-0.322622196273283	-0.552530379503986	-0.173590099499416	0.0515199605765767	-0.231134278781669	-0.306196937796442	-1.7991943712696	0.616361057852898	-0.478981154786237	-0.601635066723916	0.0816391131393378	-1.0277320210983	-0.366836459602916	0.147085261229822	-6.1747870067772	-0.0231620918863874
aer	perfect	-0.813533894160288	-0.748614732635049	-0.275474769423004	0.178431651578946	2.83531972703285	-0.961104503422372	0.0109104588378478	0.0878887091448414	0.598189136073767	0.127530940392488	-6.78988148893352	0.332662060242426	0.691305356076232	-0.0498227681864928	0.451431608554691	0.0159558388179096	0.34777805043507	-0.084627634155137	-8.24312975186887	0.113281554588825
aes	perfect	0.142562632250681	0.0700735501464551	0.344902451250215	-0.834681557709537	-0.811787221295092	-0.452651269674413	0.188732025707657	-1.23819186138302	-1.10425637148533	-0.520699633871022	-5.65015766097605	-0.266693619656526	0.363917779061759	-1.12582980668789	-0.780472758835802	-0.765282129154424	-1.3826619831405	-1.07759672584429	-6.35313823205334	-0.82105536508586
afuB	perfect	-0.131692456780947	0.00026923901372447	-0.804301720156991	-0.387900414918569	-0.425051742556874	-1.0032207936784	-0.585004664013744	0.989715156039833	0.163550881342815	-0.600924989760208	-3.59840713999175	0.144037077396428	-0.809182296791276	-0.789546654591395	-0.538413962432555	-0.463273846640672	1.44432020101916	0.772943203307555	-4.42898498574516	0.564918974632232
afuC	perfect	-0.526609179576314	-0.10270993137623	-0.391832432980047	-0.200137074529858	-0.447370935848282	-1.04223704329007	0.232268270274558	0.569790854241956	-0.564504290399114	1.65844971182415	-0.208050309984827	-0.283121921353096	-0.399453144998727	-0.350134246809727	-0.148107101362198	-0.742053108944008	-0.668567674192658	0.11226202023664	-0.809202643431558	0.456629630240858
agaA	perfect	-0.408604613340899	-0.13462371257845	0.675815444717109	-0.291257109045706	-0.525946889626547	-0.00718835690384867	-0.665312721084303	-0.204660337170064	0.56071575466057	-0.300805489509139	-4.24148579592557	0.0584049432499343	1.78645302176322	-1.4963606110049	-0.25223912061243	-0.624944877559034	-0.755562813967044	0.702585786274085	-5.15124654791446	-0.371150616066865
agaB	perfect	-0.801156136287395	-0.292314302467227	-0.092958482061668	0.697082129133416	-0.418361160073716	-0.543767375687469	-0.126960550724868	0.41667308733457	-0.123214417339988	1.83136013932764	-2.39708619132581	-0.569154345535701	0.0277630118140693	-0.920893256263347	-0.113680361994991	-0.763255537446399	-0.507933696594088	1.18071834682708	-6.13138246579467	0.0186973472108288
agaC	perfect	-0.332316814588842	-0.332602090001034	-0.624694466885095	0.167680943140524	-0.552645697932236	-0.518451413213482	0.226961626252681	-0.472158558021777	0.390806104357205	-0.497583853156098	-2.08248360949746	-0.273553317652428	0.28433378067056	-1.04590631401429	-0.669276473718309	-0.940614037858225	-0.795579603751102	-0.574995354830608	-7.29109037457891	-0.446736447463352
agaD	perfect	0.185863246542794	-0.241963916561358	-1.13556733087148	-0.29934867820102	-1.15740094765256	-1.79622397778276	-0.17870204744954	-0.617894076459957	-0.983202483179411	-0.80613327263021	-2.76432268432207	-0.177521801917677	-1.01166486514952	-0.711790955779743	-0.946582763738336	-1.58642478776617	-1.85927493410134	0.58848126731702	-4.81632649128303	-1.16578558019212
agaI	perfect	-0.614290831455644	-0.331544939501468	-0.144813050354207	0.0808877539444704	-0.173457348565832	1.88958161469655	-0.0577045200901415	0.764207883511707	-0.0706735313837249	0.0865800795134358	0.0632142650022505	0.210781292803058	2.2311060976173	0.153603678329879	1.05903443833774	-0.684324479211341	-0.31727222664643	-0.150407090886622	-7.30845919695276	-0.507828363051326
agaR	perfect	-0.626577982872481	-0.417593385885282	-0.0901814716753374	0.524452601423971	2.42787163826339	0.260621466136402	0.0836113719725832	0.085639567971712	0.109498517045921	0.350016800695633	-3.3277704659613	0.110447726198565	0.267163878600292	0.112740404521101	0.474119921766425	-0.341098626949426	0.0521470958338716	0.213339771651737	-3.93940744693827	1.28941120500192
agaS	perfect	-0.90421709248818	0.0533663282773611	-0.0159398844530794	0.0381546163326048	-0.143316678484701	-0.737948610361076	-0.708428211390644	1.64369556586635	-0.130308438248251	0.173188951083284	-3.98353924578562	-0.143616432660771	-0.155211410078632	0.287260420772343	0.103910828999697	-0.812619861156479	-0.268055734758944	0.0335535968494692	-3.44323806692792	0.0411994179414258
agaV	perfect	-0.783880251014206	0.00153607049637711	0.0815381295385218	0.649204294546994	-0.205945787271197	1.55892297958198	-0.0582396095230308	-0.457701613125178	0.925006519833245	-0.298860799488102	-3.76878263806937	0.0761200925470294	-0.121254623845539	0.0419920877202189	1.01241131375141	-0.336270380495922	-0.700051909836498	-0.25314295533457	-7.69114067318342	-0.418119557944548
agaW	perfect	0.406648522237271	0.0981171707269328	-0.98534497561397	-0.0427500164679157	-0.555379518099607	-1.17752101884949	-0.961375688999685	0.243912504850884	-0.733199604248358	-0.779704626414637	-4.63677501631019	-1.65644284117843	-1.37819388861174	-1.07567388418801	-1.05184879973942	-1.55578677477901	-0.617720594726378	-0.413219706975897	-3.77959090828833	-1.38124991500374
agp	perfect	-0.747761631871011	-0.277645848192837	-0.221283489686411	0.276909128293123	0.140205254193031	-0.0224533210730284	0.0148360663461718	-0.251185162192231	0.136725635678689	1.14320972009821	0.340540863414175	0.219644735373438	-0.0358836843998548	1.43853553666317	0.132009874334262	-0.926142053090419	-0.474504301079862	1.44810524453944	-6.86935446704188	0.138846412776984
agrB	perfect	-0.999302065987655	0.107558578355206	0.0154871403071001	1.24595062007084	0.399363563368633	0.0949658105565216	2.23093488350582	-0.261595010554176	0.411393614127088	-0.00296067636309923	-4.75565205562955	0.584270796977453	0.0194388061410016	-1.00940401270827	-1.00597254658081	0.0342364887704307	0.0103953189889965	0.0949287539157441	-5.01660150855549	-1.36627955871595
